ID,Назва,Бренд,Місто,Область,Адреса,Координати,Послуги,График,Мийка,Кафе,Магазин,Типи_палива,Електрозарядка
1421,"OKKO #1422","OKKO","Ужгород","Закарпатська","вул. Шевченка, 53, Ужгород","48.401505, 37.810454","мийка, магазин","24/7",Ні,Так,Ні,"А-95, А-92, ДП, А-98, Газ",Ні
236,"UPG #237","UPG","Лозова","Харківська","вул. Центральна, 73, Лозова","49.171446, 35.507709","шиномонтаж","07:00-23:00",Так,Так,Так,"А-95, А-92, ДП, А-98",Ні
1331,"WOG #1332","WOG","Южноукраїнськ","Миколаївська","пр. Миру, 21, Южноукраїнськ","50.488125, 32.001557","мийка, магазин","06:00-22:00",Так,Ні,Так,"А-95, А-92",Ні
1380,"OKKO #1381","OKKO","Нова Каховка","Херсонська","пр. Незалежності, 80, Нова Каховка","49.318091, 34.321795","кафе, магазин, шиномонтаж","05:00-21:00",Так,Ні,Так,"А-95, А-92, ДП, А-98",Ні
925,"УКРНАФТА #926","УКРНАФТА","Звенигородка","Черкаська","вул. Центральна, 23, Звенигородка","49.943607, 30.190183","магазин","06:00-22:00",Так,Так,Ні,"А-95, А-92, ДП, А-98, Газ",Ні
863,"АВІАС #864","АВІАС","Полтава","Полтавська","вул. Шевченка, 131, Полтава","48.038451, 23.898600","мийка","06:00-22:00",Так,Так,Так,"А-95, ДП",Ні
853,"WOG #854","WOG","Лубни","Полтавська","вул. Центральна, 147, Лубни","50.128230, 32.159269","магазин, шиномонтаж","05:00-21:00",Так,Ні,Так,"А-95, А-92",Ні
1070,"УКРНАФТА #1071","УКРНАФТА","Житомир","Житомирська","пр. Незалежності, 38, Житомир","49.043348, 38.645342","магазин","24/7",Так,Так,Так,"А-95, ДП",Ні
1419,"OKKO #1420","OKKO","Хуст","Закарпатська","пр. Миру, 179, Хуст","48.263755, 33.426614","мийка, кафе, магазин","06:00-22:00",Так,Ні,Так,"А-95, ДП",Ні
133,"WOG #134","WOG","Бровари","Київська","пр. Миру, 79, Бровари","50.637631, 29.525031","мийка, кафе, магазин","07:00-23:00",Так,Так,Так,"А-95, А-92, ДП",Ні
697,"OKKO #698","OKKO","Запоріжжя","Запорізька","пр. Незалежності, 169, Запоріжжя","47.314342, 36.111041","кафе, магазин","07:00-23:00",Ні,Так,Ні,"А-95, Газ",Ні
409,"Shell #410","Shell","Чорноморськ","Одеська","вул. Франка, 46, Чорноморськ","46.903708, 29.327151","магазин","06:00-22:00",Так,Так,Ні,"А-95, ДП, А-98",Ні
1306,"Shell #1307","Shell","Нововолинськ","Волинська","пр. Незалежності, 17, Нововолинськ","49.702894, 39.571318","кафе","07:00-23:00",Так,Так,Так,"А-95, А-92, ДП",Ні
1227,"УКРНАФТА #1228","УКРНАФТА","Теребовля","Тернопільська","пр. Незалежності, 176, Теребовля","48.914263, 28.959319","мийка, магазин","07:00-23:00",Так,Так,Так,"А-95, А-92, ДП",Так
176,"UPG #177","UPG","Біла Церква","Київська","вул. Шевченка, 139, Біла Церква","50.184486, 29.754747","магазин","24/7",Так,Так,Ні,"А-95, А-92, ДП",Ні
778,"OKKO #779","OKKO","Жмеринка","Вінницька","пр. Незалежності, 136, Жмеринка","48.826464, 28.237354","кафе, магазин","05:00-21:00",Так,Так,Ні,"А-95, А-92, ДП",Ні
76,"OKKO #077","OKKO","Васильків","Київська","пр. Миру, 90, Васильків","50.021822, 29.698485","мийка, кафе, шиномонтаж","24/7",Ні,Так,Так,"А-95, ДП",Ні
222,"OKKO #223","OKKO","Куп'янськ","Харківська","пр. Незалежності, 51, Куп'янськ","49.914491, 36.337533","мийка, кафе, магазин","07:00-23:00",Так,Ні,Так,"А-95, А-92, ДП",Ні
1260,"УКРНАФТА #1261","УКРНАФТА","Бучач","Тернопільська","пр. Незалежності, 3, Бучач","48.126802, 22.786031","магазин","07:00-23:00",Так,Ні,Так,"А-95, ДП",Так
986,"WOG #987","WOG","Охтирка","Сумська","пр. Незалежності, 138, Охтирка","50.655803, 37.090019","мийка, магазин, шиномонтаж","07:00-23:00",Так,Так,Так,"А-95, А-92, А-98, Газ",Ні
1336,"Shell #1337","Shell","Миколаїв","Миколаївська","вул. Франка, 134, Миколаїв","49.492321, 25.325053","кафе, магазин","06:00-22:00",Так,Ні,Ні,"А-95, ДП",Ні
1010,"OKKO #1011","OKKO","Шостка","Сумська","пр. Миру, 89, Шостка","48.226623, 36.265886","мийка, кафе, магазин","06:00-22:00",Ні,Ні,Так,"А-95, А-92, ДП",Ні
141,"OKKO #142","OKKO","Бровари","Київська","вул. Шевченка, 144, Бровари","50.365868, 30.443370","кафе, магазин","24/7",Ні,Ні,Так,"А-95, А-92, ДП",Ні
760,"WOG #761","WOG","Покровськ","Донецька","вул. Шевченка, 31, Покровськ","47.414004, 36.661286","кафе, магазин","05:00-21:00",Так,Так,Так,"А-95, А-92, ДП",Ні
1411,"WOG #1412","WOG","Мукачево","Закарпатська","пр. Миру, 191, Мукачево","48.158504, 26.585294","магазин, шиномонтаж","24/7",Так,Ні,Так,"А-95, ДП",Ні
1317,"Shell #1318","Shell","Очаків","Миколаївська","пр. Незалежності, 181, Очаків","48.515134, 38.342678","мийка, магазин","24/7",Ні,Ні,Ні,"А-95, А-98",Ні
766,"WOG #767","WOG","Бахмут","Донецька","вул. Шевченка, 146, Бахмут","47.328828, 37.439625","","06:00-22:00",Ні,Ні,Так,"А-95, А-92",Ні
966,"OKKO #967","OKKO","Сміла","Черкаська","пр. Миру, 105, Сміла","49.275200, 34.957774","шиномонтаж","24/7",Так,Ні,Ні,"А-95, ДП, А-98, Газ",Ні
1239,"OKKO #1240","OKKO","Теребовля","Тернопільська","вул. Франка, 155, Теребовля","50.926906, 36.881192","магазин","07:00-23:00",Так,Так,Так,"А-95, ДП",Ні
1234,"Shell #1235","Shell","Теребовля","Тернопільська","пр. Незалежності, 112, Теребовля","48.098404, 32.573176","магазин, шиномонтаж","24/7",Так,Так,Так,"А-95, А-92, ДП",Ні
357,"WOG #358","WOG","Чорноморськ","Одеська","пр. Миру, 23, Чорноморськ","45.588036, 28.748985","мийка, кафе, магазин","06:00-22:00",Ні,Так,Ні,"А-95, А-92, ДП",Ні
1277,"OKKO #1278","OKKO","Луцьк","Волинська","вул. Шевченка, 20, Луцьк","48.629591, 25.749231","мийка, магазин","06:00-22:00",Ні,Так,Так,"А-95, А-92, ДП, А-98",Ні
998,"Shell #999","Shell","Конотоп","Сумська","пр. Незалежності, 7, Конотоп","49.970785, 29.296250","кафе, магазин","06:00-22:00",Так,Так,Так,"А-95, А-92, ДП",Ні
576,"Shell #577","Shell","Львів","Львівська","вул. Шевченка, 143, Львів","49.451615, 23.213668","мийка, кафе, магазин","07:00-23:00",Ні,Ні,Так,"А-95, А-92, ДП, А-98, Газ",Ні
975,"БРСМ #976","БРСМ","Черкаси","Черкаська","пр. Миру, 48, Черкаси","48.180252, 36.647146","мийка, кафе, магазин, шиномонтаж","05:00-21:00",Так,Так,Так,"А-95, ДП",Ні
1168,"WOG #1169","WOG","Костопіль","Рівненська","вул. Центральна, 50, Костопіль","48.995430, 39.154593","магазин","24/7",Так,Так,Так,"А-95, А-92, ДП, А-98",Ні
1182,"Shell #1183","Shell","Калуш","Івано-Франківська","вул. Франка, 187, Калуш","50.794013, 38.887585","мийка, магазин","06:00-22:00",Ні,Так,Так,"А-95, А-92, ДП, Газ",Ні
1471,"UPG #1472","UPG","Чернігів","Чернігівська","пр. Незалежності, 185, Чернігів","50.785879, 27.044470","мийка, кафе, магазин","24/7",Так,Ні,Так,"А-95, А-92, ДП",Ні
346,"UPG #347","UPG","Ізмаїл","Одеська","вул. Франка, 1, Ізмаїл","47.630533, 29.744512","магазин","24/7",Ні,Ні,Так,"А-95, ДП",Так
379,"WOG #380","WOG","Подільск","Одеська","пр. Миру, 79, Подільск","46.725958, 29.394407","мийка, кафе, магазин, шиномонтаж","24/7",Ні,Ні,Ні,"А-95, А-92, ДП",Ні
989,"Shell #990","Shell","Ромни","Сумська","вул. Франка, 25, Ромни","50.027777, 37.854809","магазин","24/7",Ні,Так,Так,"А-95, А-92, ДП, А-98",Ні
992,"OKKO #993","OKKO","Охтирка","Сумська","вул. Центральна, 28, Охтирка","50.952924, 31.499048","мийка, кафе, магазин","06:00-22:00",Так,Так,Ні,"А-95, ДП, А-98",Ні
880,"WOG #881","WOG","Комсомольськ","Полтавська","вул. Центральна, 29, Комсомольськ","49.027943, 24.100711","кафе, магазин","24/7",Ні,Так,Ні,"А-95, А-92, ДП",Ні
655,"Shell #656","Shell","Запоріжжя","Запорізька","пр. Незалежності, 144, Запоріжжя","47.257287, 35.031041","","07:00-23:00",Так,Так,Ні,"А-95, А-92, ДП, А-98",Так
753,"УКРНАФТА #754","УКРНАФТА","Покровськ","Донецька","вул. Центральна, 160, Покровськ","47.095733, 37.089271","мийка","06:00-22:00",Ні,Так,Ні,"А-95, А-92",Ні
504,"OKKO #505","OKKO","Новомосковськ","Дніпропетровська","вул. Шевченка, 135, Новомосковськ","48.357448, 33.872455","мийка, магазин","05:00-21:00",Так,Ні,Так,"А-95, А-92, ДП, А-98",Так
981,"UPG #982","UPG","Охтирка","Сумська","вул. Шевченка, 154, Охтирка","48.575420, 30.083781","магазин","24/7",Так,Так,Так,"А-95, А-92, ДП, А-98",Ні
1540,"Shell #1541","Shell","Новодністровськ","Чернівецька","пр. Незалежності, 12, Новодністровськ","49.337968, 39.942340","мийка, кафе","24/7",Ні,Ні,Так,"А-95, А-92, ДП, А-98",Ні
565,"УКРНАФТА #566","УКРНАФТА","Львів","Львівська","пр. Миру, 27, Львів","49.988220, 22.953295","мийка, магазин","05:00-21:00",Ні,Ні,Так,"А-95, А-92, ДП",Так
1193,"WOG #1194","WOG","Надвірна","Івано-Франківська","вул. Центральна, 187, Надвірна","50.811176, 29.679363","магазин","05:00-21:00",Так,Ні,Так,"А-95, А-92, ДП",Ні
416,"UPG #417","UPG","Жовті Води","Дніпропетровська","вул. Шевченка, 109, Жовті Води","49.069687, 34.468804","кафе, магазин","07:00-23:00",Так,Так,Так,"А-95, А-92, ДП",Ні
183,"УКРНАФТА #184","УКРНАФТА","Балаклія","Харківська","пр. Миру, 184, Балаклія","50.399542, 36.751609","мийка, магазин","06:00-22:00",Ні,Так,Так,"А-95, А-92",Ні
524,"WOG #525","WOG","Нікополь","Дніпропетровська","вул. Франка, 119, Нікополь","48.640496, 34.893359","мийка, кафе, магазин","24/7",Так,Так,Так,"А-95, А-92, ДП, А-98",Ні
1222,"УКРНАФТА #1223","УКРНАФТА","Коломия","Івано-Франківська","вул. Шевченка, 14, Коломия","49.122228, 37.499867","кафе, магазин, шиномонтаж","24/7",Ні,Ні,Так,"А-95, А-92, ДП",Ні
572,"АВІАС #573","АВІАС","Червоноград","Львівська","вул. Центральна, 184, Червоноград","49.500048, 23.028341","шиномонтаж","06:00-22:00",Ні,Ні,Ні,"А-95, ДП",Ні
199,"Shell #200","Shell","Харків","Харківська","вул. Франка, 29, Харків","49.587575, 36.632580","магазин","05:00-21:00",Так,Ні,Ні,"А-95, ДП",Ні
1489,"OKKO #1490","OKKO","Ніжин","Чернігівська","вул. Шевченка, 108, Ніжин","50.257973, 22.909975","мийка, кафе, магазин","24/7",Ні,Так,Ні,"А-95, А-92, ДП",Ні
1431,"UPG #1432","UPG","Берегове","Закарпатська","пр. Незалежності, 142, Берегове","49.678084, 31.962151","мийка, кафе, магазин","24/7",Так,Так,Так,"А-95, А-92, ДП",Ні
831,"УКРНАФТА #832","УКРНАФТА","Гайсин","Вінницька","пр. Незалежності, 91, Гайсин","48.566151, 28.531961","кафе, магазин","05:00-21:00",Так,Так,Так,"А-95, ДП, А-98",Так
1064,"UPG #1065","UPG","Житомир","Житомирська","вул. Шевченка, 165, Житомир","48.971283, 26.490065","кафе, магазин, шиномонтаж","24/7",Так,Ні,Ні,"А-95, А-92, ДП, А-98",Ні
438,"УКРНАФТА #439","УКРНАФТА","Новомосковськ","Дніпропетровська","вул. Шевченка, 65, Новомосковськ","48.484259, 34.431846","магазин","24/7",Так,Ні,Так,"А-95, А-92, ДП",Так
935,"OKKO #936","OKKO","Умань","Черкаська","пр. Незалежності, 6, Умань","48.518147, 28.180152","магазин","06:00-22:00",Ні,Так,Ні,"А-95, ДП",Ні
994,"WOG #995","WOG","Конотоп","Сумська","вул. Центральна, 110, Конотоп","50.966480, 31.590170","мийка","07:00-23:00",Ні,Так,Так,"А-95, А-92, ДП, А-98",Так
390,"OKKO #391","OKKO","Ізмаїл","Одеська","вул. Центральна, 164, Ізмаїл","46.402579, 28.695995","мийка, кафе, магазин","24/7",Ні,Ні,Ні,"А-95, А-92, ДП",Ні
602,"Shell #603","Shell","Самбір","Львівська","пр. Незалежності, 197, Самбір","49.717263, 23.393005","магазин, шиномонтаж","24/7",Ні,Ні,Так,"А-95, А-92, ДП",Ні
394,"УКРНАФТА #395","УКРНАФТА","Южне","Одеська","пр. Незалежності, 69, Южне","45.829352, 28.793434","мийка, кафе, магазин","07:00-23:00",Ні,Ні,Так,"А-95, ДП, Газ",Ні
963,"УКРНАФТА #964","УКРНАФТА","Черкаси","Черкаська","пр. Незалежності, 174, Черкаси","49.329520, 32.490322","мийка, магазин","24/7",Ні,Ні,Так,"А-95, А-92",Ні
510,"WOG #511","WOG","Жовті Води","Дніпропетровська","пр. Незалежності, 81, Жовті Води","49.128484, 35.125570","магазин","05:00-21:00",Так,Так,Ні,"А-95, ДП",Ні
858,"КЛО #859","КЛО","Лубни","Полтавська","пр. Миру, 180, Лубни","50.827575, 22.703563","магазин","06:00-22:00",Так,Ні,Так,"А-95, А-92, ДП",Ні
482,"OKKO #483","OKKO","Дніпро","Дніпропетровська","пр. Миру, 24, Дніпро","49.177604, 36.318730","кафе","24/7",Так,Ні,Так,"А-95, ДП, А-98",Ні
1456,"OKKO #1457","OKKO","Мукачево","Закарпатська","вул. Центральна, 111, Мукачево","50.252902, 26.001357","мийка, магазин","24/7",Так,Так,Так,"А-95, ДП",Так
32,"UPG #033","UPG","Фастів","Київська","пр. Миру, 102, Фастів","50.313998, 30.273716","кафе, магазин","07:00-23:00",Так,Ні,Так,"А-95, А-92, ДП",Ні
1034,"WOG #1035","WOG","Житомир","Житомирська","вул. Франка, 72, Житомир","49.775783, 30.206787","мийка, магазин","24/7",Ні,Так,Ні,"А-95, ДП",Ні
558,"WOG #559","WOG","Дрогобич","Львівська","пр. Миру, 125, Дрогобич","49.783098, 23.127053","магазин","24/7",Ні,Так,Так,"А-95, ДП",Ні
122,"OKKO #123","OKKO","Обухів","Київська","вул. Шевченка, 86, Обухів","50.385664, 30.986348","магазин","06:00-22:00",Так,Ні,Так,"А-95, ДП",Ні
1018,"WOG #1019","WOG","Охтирка","Сумська","вул. Шевченка, 195, Охтирка","48.413785, 27.497418","магазин, шиномонтаж","24/7",Ні,Ні,Так,"А-95",Ні
1128,"УКРНАФТА #1129","УКРНАФТА","Старокостянтинів","Хмельницька","вул. Центральна, 48, Старокостянтинів","49.771988, 34.067282","кафе, магазин","24/7",Ні,Ні,Так,"А-95, ДП",Ні
1522,"Shell #1523","Shell","Чернівці","Чернівецька","пр. Миру, 141, Чернівці","49.792216, 39.046110","мийка, кафе, магазин, шиномонтаж","07:00-23:00",Так,Ні,Так,"А-95, А-92",Так
559,"УКРНАФТА #560","УКРНАФТА","Самбір","Львівська","пр. Незалежності, 125, Самбір","49.367469, 24.472984","мийка, магазин","06:00-22:00",Так,Ні,Так,"А-95, А-92, ДП",Ні
1525,"WOG #1526","WOG","Кіцмань","Чернівецька","пр. Миру, 54, Кіцмань","49.843820, 36.773388","кафе","06:00-22:00",Так,Ні,Так,"А-95, ДП",Ні
689,"OKKO #690","OKKO","Бердянськ","Запорізька","вул. Шевченка, 149, Бердянськ","47.799003, 36.182131","мийка","24/7",Ні,Так,Так,"А-95, А-92, ДП",Ні
717,"OKKO #718","OKKO","Покровськ","Донецька","пр. Незалежності, 75, Покровськ","47.734662, 36.766701","мийка, кафе, магазин","05:00-21:00",Ні,Ні,Ні,"А-95, А-92, ДП",Так
1507,"WOG #1508","WOG","Заставна","Чернівецька","вул. Франка, 175, Заставна","48.725216, 38.597398","мийка, кафе, магазин","05:00-21:00",Ні,Ні,Так,"А-95, ДП, А-98",Ні
1299,"OKKO #1300","OKKO","Луцьк","Волинська","пр. Миру, 190, Луцьк","48.584562, 34.272420","мийка, кафе, магазин, шиномонтаж","07:00-23:00",Так,Так,Так,"А-95, А-92, А-98",Ні
213,"УКРНАФТА #214","УКРНАФТА","Балаклія","Харківська","пр. Миру, 95, Балаклія","50.048562, 35.509876","","24/7",Так,Ні,Так,"А-95, ДП, А-98",Ні
54,"OKKO #055","OKKO","Київ","Київська","пр. Незалежності, 27, Київ","50.361343, 31.406744","магазин","07:00-23:00",Так,Ні,Так,"А-95, А-92, ДП",Ні
589,"OKKO #590","OKKO","Трускавець","Львівська","вул. Центральна, 8, Трускавець","49.691228, 24.971887","мийка, кафе, магазин, шиномонтаж","05:00-21:00",Так,Так,Так,"А-95, А-92, ДП, А-98",Ні
1478,"УКРНАФТА #1479","УКРНАФТА","Ніжин","Чернігівська","пр. Незалежності, 14, Ніжин","50.529569, 24.109484","мийка, кафе, магазин, шиномонтаж","24/7",Так,Так,Так,"А-95, А-92, ДП",Ні
1327,"WOG #1328","WOG","Южноукраїнськ","Миколаївська","вул. Франка, 195, Южноукраїнськ","50.711194, 27.142263","магазин","06:00-22:00",Ні,Ні,Так,"А-95, А-92, ДП",Так
957,"WOG #958","WOG","Канів","Черкаська","вул. Центральна, 89, Канів","49.034062, 37.245030","кафе, магазин","24/7",Так,Так,Так,"А-95, А-92, ДП",Ні
1294,"WOG #1295","WOG","Нововолинськ","Волинська","вул. Центральна, 149, Нововолинськ","50.210806, 39.258176","мийка, кафе, магазин","24/7",Ні,Ні,Так,"А-95, ДП, А-98, Газ",Ні
1501,"UPG #1502","UPG","Чернігів","Чернігівська","вул. Франка, 42, Чернігів","50.802991, 27.763476","","07:00-23:00",Ні,Ні,Так,"А-95, А-92, ДП",Так
605,"WOG #606","WOG","Львів","Львівська","вул. Франка, 82, Львів","50.039904, 23.757240","мийка, шиномонтаж","24/7",Так,Ні,Так,"А-95, А-92, ДП, А-98",Ні
1480,"БРСМ #1481","БРСМ","Новгород-Сіверський","Чернігівська","вул. Шевченка, 129, Новгород-Сіверський","49.041308, 31.947014","магазин, шиномонтаж","24/7",Ні,Ні,Так,"А-95, ДП, А-98",Так
592,"OKKO #593","OKKO","Трускавець","Львівська","пр. Миру, 121, Трускавець","49.433856, 22.522766","кафе, магазин, шиномонтаж","06:00-22:00",Ні,Так,Так,"А-95, А-92, ДП",Ні
283,"OKKO #284","OKKO","Ізюм","Харківська","пр. Незалежності, 117, Ізюм","49.995588, 37.616573","мийка, магазин","07:00-23:00",Так,Ні,Ні,"А-95, А-92, ДП",Ні
759,"БРСМ #760","БРСМ","Маріуполь","Донецька","вул. Франка, 130, Маріуполь","48.313704, 36.639042","магазин","05:00-21:00",Так,Так,Так,"А-95, А-92",Ні
1344,"WOG #1345","WOG","Снігурівка","Миколаївська","вул. Франка, 145, Снігурівка","50.931950, 33.982906","мийка, кафе, магазин","07:00-23:00",Так,Так,Так,"А-95, А-92",Ні
928,"OKKO #929","OKKO","Сміла","Черкаська","вул. Франка, 106, Сміла","48.359147, 22.570009","магазин","24/7",Так,Так,Ні,"А-95, А-92, ДП, А-98",Ні
713,"OKKO #714","OKKO","Костянтинівка","Донецька","пр. Миру, 99, Костянтинівка","47.216596, 38.985936","магазин, шиномонтаж","06:00-22:00",Ні,Ні,Так,"А-95",Ні
942,"Shell #943","Shell","Звенигородка","Черкаська","вул. Шевченка, 86, Звенигородка","48.215126, 24.697129","кафе, магазин","07:00-23:00",Ні,Ні,Так,"А-95, ДП",Ні
144,"WOG #145","WOG","Київ","Київська","пр. Незалежності, 75, Київ","50.153547, 30.267069","мийка, магазин","05:00-21:00",Ні,Ні,Так,"А-95, А-92, ДП",Ні
594,"УКРНАФТА #595","УКРНАФТА","Трускавець","Львівська","пр. Миру, 145, Трускавець","49.478943, 23.038399","магазин, шиномонтаж","05:00-21:00",Так,Так,Так,"А-95, А-92, ДП",Так
1267,"OKKO #1268","OKKO","Нововолинськ","Волинська","вул. Франка, 191, Нововолинськ","49.817732, 35.662365","мийка, магазин","24/7",Так,Ні,Так,"А-95, А-92, ДП",Ні
823,"OKKO #824","OKKO","Гайсин","Вінницька","вул. Шевченка, 200, Гайсин","49.363902, 28.708918","мийка, магазин","24/7",Так,Так,Так,"А-95, ДП, А-98",Так
983,"WOG #984","WOG","Суми","Сумська","пр. Незалежності, 173, Суми","50.263890, 39.586650","магазин","05:00-21:00",Так,Так,Так,"А-95, А-92, ДП",Ні
1433,"Shell #1434","Shell","Хуст","Закарпатська","вул. Центральна, 109, Хуст","49.777113, 32.804864","мийка, магазин, шиномонтаж","24/7",Так,Так,Так,"А-95, ДП",Ні
384,"UPG #385","UPG","Подільск","Одеська","вул. Шевченка, 106, Подільск","46.020789, 28.659165","кафе, магазин","24/7",Так,Так,Ні,"А-95, А-92, ДП",Ні
1166,"Shell #1167","Shell","Костопіль","Рівненська","пр. Незалежності, 122, Костопіль","48.694439, 27.357124","мийка","06:00-22:00",Так,Ні,Так,"А-95, А-92, ДП, А-98",Так
89,"OKKO #090","OKKO","Київ","Київська","вул. Шевченка, 197, Київ","50.774469, 29.505219","магазин","07:00-23:00",Ні,Ні,Так,"А-95, А-92, ДП",Ні
840,"Shell #841","Shell","Тульчин","Вінницька","вул. Шевченка, 29, Тульчин","48.566561, 28.275234","мийка, магазин","05:00-21:00",Ні,Так,Так,"А-95, ДП",Ні
1452,"OKKO #1453","OKKO","Хуст","Закарпатська","вул. Франка, 89, Хуст","50.205247, 24.186545","кафе","05:00-21:00",Так,Так,Так,"А-95, А-92, ДП, А-98",Ні
138,"OKKO #139","OKKO","Бориспіль","Київська","вул. Шевченка, 8, Бориспіль","50.716648, 30.820002","кафе, магазин","24/7",Так,Так,Так,"А-95, ДП",Ні
399,"OKKO #400","OKKO","Одеса","Одеська","вул. Центральна, 151, Одеса","45.899214, 30.865482","мийка","24/7",Так,Так,Ні,"А-95, ДП",Так
1305,"OKKO #1306","OKKO","Луцьк","Волинська","вул. Центральна, 161, Луцьк","50.315896, 25.802040","магазин","24/7",Так,Так,Так,"А-95, ДП",Ні
750,"УКРНАФТА #751","УКРНАФТА","Слов'янськ","Донецька","вул. Центральна, 186, Слов'янськ","48.124929, 38.436495","кафе, магазин","07:00-23:00",Так,Ні,Ні,"А-95",Ні
771,"WOG #772","WOG","Бахмут","Донецька","вул. Франка, 161, Бахмут","48.439916, 38.030432","магазин","06:00-22:00",Так,Ні,Так,"А-95, А-92",Ні
1391,"OKKO #1392","OKKO","Херсон","Херсонська","вул. Франка, 155, Херсон","50.753713, 37.788900","кафе, магазин","24/7",Ні,Так,Так,"А-95, А-92, ДП, А-98",Ні
1518,"OKKO #1519","OKKO","Чернівці","Чернівецька","пр. Незалежності, 186, Чернівці","49.332316, 38.136810","магазин","06:00-22:00",Так,Так,Так,"А-95, А-92, ДП, Газ",Ні
23,"АВІАС #024","АВІАС","Біла Церква","Київська","вул. Центральна, 107, Біла Церква","50.615146, 30.824459","мийка, кафе","24/7",Ні,Так,Так,"А-95, Газ",Ні
1384,"UPG #1385","UPG","Херсон","Херсонська","вул. Франка, 127, Херсон","50.579243, 34.562065","магазин","06:00-22:00",Так,Ні,Так,"А-95, ДП",Ні
233,"OKKO #234","OKKO","Лозова","Харківська","вул. Шевченка, 78, Лозова","49.949727, 35.991156","мийка, магазин","05:00-21:00",Так,Ні,Так,"А-95, А-92, ДП",Ні
1269,"УКРНАФТА #1270","УКРНАФТА","Ковель","Волинська","пр. Незалежності, 82, Ковель","48.157514, 22.014217","мийка, кафе, магазин","07:00-23:00",Так,Ні,Так,"А-95, А-92, ДП, А-98",Ні
1137,"WOG #1138","WOG","Костопіль","Рівненська","вул. Шевченка, 62, Костопіль","50.999406, 35.777485","мийка, магазин","24/7",Ні,Так,Ні,"А-95, А-92, ДП",Ні
72,"OKKO #073","OKKO","Київ","Київська","вул. Франка, 83, Київ","50.652042, 30.187953","кафе, магазин","24/7",Так,Ні,Так,"А-95, А-92, ДП",Ні
169,"УКРНАФТА #170","УКРНАФТА","Ірпінь","Київська","вул. Франка, 22, Ірпінь","50.540928, 29.536558","мийка, кафе, магазин","24/7",Так,Так,Так,"А-95, А-92, ДП",Ні
383,"БРСМ #384","БРСМ","Чорноморськ","Одеська","пр. Миру, 47, Чорноморськ","46.171673, 28.520220","","06:00-22:00",Так,Ні,Так,"А-95, А-92, ДП",Так
1340,"УКРНАФТА #1341","УКРНАФТА","Снігурівка","Миколаївська","вул. Центральна, 71, Снігурівка","48.773147, 25.452621","магазин","24/7",Ні,Так,Так,"А-95, А-92, ДП, А-98",Так
273,"WOG #274","WOG","Куп'янськ","Харківська","вул. Центральна, 70, Куп'янськ","49.654908, 35.896077","мийка, кафе, магазин","24/7",Ні,Так,Ні,"А-95, А-92, ДП",Ні
953,"SOCAR #954","SOCAR","Сміла","Черкаська","вул. Центральна, 189, Сміла","49.325540, 32.579768","мийка, магазин","24/7",Так,Ні,Так,"А-95, А-92, ДП, А-98",Ні
1514,"БРСМ #1515","БРСМ","Кіцмань","Чернівецька","пр. Миру, 178, Кіцмань","50.547545, 28.978905","кафе","24/7",Так,Ні,Так,"А-95, А-92, ДП, А-98",Ні
11,"УКРНАФТА #012","УКРНАФТА","Біла Церква","Київська","пр. Незалежності, 22, Біла Церква","50.554747, 30.631419","магазин","05:00-21:00",Ні,Так,Ні,"А-95, А-92, ДП, Газ",Ні
1508,"OKKO #1509","OKKO","Заставна","Чернівецька","пр. Незалежності, 6, Заставна","48.655798, 33.590545","мийка, магазин","06:00-22:00",Ні,Так,Так,"А-95, А-92, ДП",Ні
1408,"УКРНАФТА #1409","УКРНАФТА","Каховка","Херсонська","пр. Незалежності, 41, Каховка","50.288370, 27.556998","магазин","06:00-22:00",Так,Так,Так,"А-95, ДП, А-98",Ні
549,"WOG #550","WOG","Червоноград","Львівська","пр. Миру, 35, Червоноград","50.077889, 23.257387","кафе, магазин","24/7",Ні,Так,Так,"А-95, А-92, ДП, А-98, Газ",Ні
543,"OKKO #544","OKKO","Самбір","Львівська","пр. Незалежності, 128, Самбір","49.737063, 23.092288","кафе, магазин","24/7",Ні,Так,Так,"А-95, ДП",Ні
1290,"SOCAR #1291","SOCAR","Ковель","Волинська","пр. Миру, 179, Ковель","49.901190, 25.002719","мийка, кафе, магазин","24/7",Так,Ні,Так,"А-95, ДП",Ні
761,"WOG #762","WOG","Бахмут","Донецька","вул. Франка, 81, Бахмут","47.366383, 37.724609","магазин","24/7",Ні,Так,Ні,"А-95, А-92, ДП",Ні
1197,"OKKO #1198","OKKO","Долина","Івано-Франківська","пр. Миру, 152, Долина","49.225004, 25.830352","мийка, кафе, магазин","05:00-21:00",Ні,Так,Так,"А-95, А-92, А-98",Ні
1139,"УКРНАФТА #1140","УКРНАФТА","Рівне","Рівненська","вул. Франка, 168, Рівне","48.909887, 28.351116","мийка, магазин","07:00-23:00",Ні,Так,Ні,"А-95, А-92, ДП",Ні
337,"УКРНАФТА #338","УКРНАФТА","Одеса","Одеська","пр. Миру, 132, Одеса","47.540786, 28.003585","кафе, магазин","24/7",Так,Так,Так,"А-95, ДП",Ні
856,"OKKO #857","OKKO","Миргород","Полтавська","вул. Франка, 139, Миргород","48.363308, 26.696395","шиномонтаж","24/7",Так,Так,Так,"А-95, А-92, ДП",Ні
